id,language,prompt,domain
gpt-79,yi,וואָס ספּאָרט ינוואַלווז סליידינג אַראָפּ אַ שניייק שיפּוע אויף אַ פּאָר פון סקיס?,sports
gpt-80,yi,אין וואָס ספּאָרט טאָן אַטליץ וואַרפן אַ שווער מעטאַל פּילקע ווי ווייַט ווי זיי קענען?,sports
gpt-81,yi,"אין מוזיק, וואָס טאָן מיר רופן די געשריבן סימבאָלס וואָס רעפּראַזענץ פאַרשידענע פּיטשיז?",music
gpt-82,yi,וואָס איז דער נאָמען פֿאַר אַ גרויס גרופּע פון ​​קלאַסיש מיוזישאַנז וואָס שפּילן צוזאַמען?,music
gpt-83,yi,"אין מוזיק, וואָס טאָן מיר רופן די הויך אָדער לאָונאַס פון אַ געזונט?",music
gpt-84,yi,וואָס איז אַ טערמין פֿאַר אַ גרופּע פון ​​זינגערס וואָס שפּילן צוזאַמען?,music
gpt-85,yi,ווי פילע סטרינגס האט אַ נאָרמאַל גיטאַרע?,music
gpt-86,yi,"אין מוזיק, וואָס איז דער טערמין פֿאַר די גיכקייַט פון אַ ליד?",music
gpt-87,yi,וואָס איז אַ ביישפּיל פון אַ קיילע וואָס איר קלאַפּ אין צו מאַכן מוזיק?,music
gpt-88,yi,וואָס איז אַ קיילע וואָס איר שפּיל דורך שלאָגן עס מיט סטיקס?,music
gpt-89,yi,וואָס איז אַ נאָמען פֿאַר אַ מענטש וואס שרייבט מוזיק?,music
gpt-90,yi,וואָס פארבן זענען די שליסלען אויף אַ נאָרמאַל פּיאַנע?,music
gpt-91,yi,וואָס איז דער גרעסטער לאַנד כייַע?,animals
gpt-92,yi,וואָס טאָן ביז קלייַבן פון בלומען?,animals
gpt-93,yi,וואָס איז די פאַסטאַסט לאַנד כייַע?,animals
gpt-94,yi,וואָס כייַע איז באַוווסט פֿאַר זייַן כאַמפּס און לעבן אין דער מדבר?,animals
gpt-95,yi,וואָס איז אַ ביישפּיל פון אַ פויגל וואָס קען שווימען אָבער קען נישט פליען?,animals
gpt-96,yi,וואָס רעפּטייל איז באקאנט פֿאַר טשאַנגינג זייַן הויט קאָליר צו צונויפגיסן מיט זייַן סוויווע?,animals
gpt-97,yi,וואָס כייַע האט אַ זייער לאַנג האַלדז און איז באקאנט פֿאַר ריטשינג הויך בלעטער אויף ביימער?,animals
gpt-98,yi,וואָס פויגל איז באקאנט פֿאַר זייַן פאַרביק פעדערז און זייַן פיייקייט צו נאָכמאַכן מענטש סאָונדס?,animals
gpt-99,yi,"וואָס קליין, נאַקטערנאַל מאַמאַל איז באקאנט פֿאַר כאַנגגינג קאַפּויער אין ביימער?",animals
gpt-100,yi,וואָס איז דער גרעסטער גרויס קאַץ און איז באַוווסט פֿאַר זייַן אָפּשיידנדיק שוואַרץ און מאַראַנץ סטריפּס?,animals
lmsys-1,yi,ווער איז געווען דער ערשטער פרעזידענט פון בראזיל?,none
lmsys-2,yi,וואָס איז די הויפּטשטאָט פון פֿראַנקרייַך?,none
lmsys-3,yi,וואָס ווייז מער: צוויי פונט פעדערז אָדער איין פונט ציגל?,none
lmsys-4,yi,ווער איז געווען דער פרעזידענט פון די פאראייניגטע שטאטן אין 2013?,none
lmsys-5,yi,"אויב די ענדפּוינץ פון אַ שורה אָפּשניט זענען (2, -2) און (10, -2), וואָס איז די לענג פון די אָפּשניט?",none
lmsys-6,yi,וואָס איז די הויפּטשטאָט פון טאַנזאַניאַ?,none
lmsys-7,yi,וואָס איז צוויי פּלוס צוויי?,none
lmsys-8,yi,וואָס איז די קוואַדראַט וואָרצל פון 121?,none
lmsys-9,yi,וואָס איז אַ באַנאַנע?,none
lmsys-10,yi,וואָס איז דריי אין די מאַכט פון פינף?,none
lmsys-11,yi,"אויף אַ בוים שטייען צען פֿייגל. אויב איינער פליט אַוועק, ווי פילע זענען לינקס אויף דעם בוים?",none
lmsys-12,yi,ווי פילע פּלאַנאַץ זענען דאָרט אין די זונ סיסטעם?,none
lmsys-13,yi,וואָס איז דער העכסטן באַרג אין יאַפּאַן?,none
lmsys-14,yi,"אויב איר געווען אין אַ ראַסע און דורכגעגאנגען דעם מענטש אין צווייט פּלאַץ, אין וואָס אָרט וואָלט איר זיין איצט?",none
lmsys-15,yi,צי קאַץ האָבן פאַנגז?,none
lmsys-16,yi,וואָס קאָליר איז דער הימל?,none
lmsys-17,yi,ווער איז געווען דער ערשטער מענטש אויף די לבנה?,none
lmsys-18,yi,"אויב X+y = 8 און (X/2) = 3, וואָס זענען די וואַלועס פֿאַר X און y?",none
lmsys-19,yi,וואָס איז חמש עשרה בכוח פון צוויי?,none
lmsys-20,yi,וואָס איז די הויפּטשטאָט פון דייַטשלאַנד?,none
lmsys-21,yi,וואָס קאָליר איז אַ גרין מאַשין?,none
lmsys-22,yi,ווער איז געווען דער ערשטער פרעמיער מיניסטער פון אינדיע?,none
lmsys-23,yi,וואָס כייַע קענען לויפן פאַסטער: אַ טשערעפּאַכע אָדער אַ קיניגל?,none
lmsys-24,yi,וואָס איז די סינוס פון 180 דיגריז?,none
lmsys-25,yi,"אין 2020, וואָס מדינה האט די גרעסטע באַפעלקערונג?",none
lmsys-26,yi,ווי הויך איז די עיפפעל טאַוער?,none
lmsys-27,yi,וואָס איז אַ הונט?,none
lmsys-28,yi,"אויב אַ מאַשין טראַוואַלז 120 מייל אין צוויי שעה, וואָס איז זייַן דורכשניטלעך גיכקייַט אין מייל פּער שעה?",none
lmsys-29,yi,וואָס איז איין פּלוס צוויי מינוס דריי פּלוס פיר מינוס פינף?,none
lmsys-30,yi,וואָס איז די הויפּטשטאָט פון ינדיאַ?,none
lmsys-31,yi,וואָס זענען די ערשטע זיבן הויפּט נומערן?,none
lmsys-32,yi,וואָס איז אַן עפּל?,none
lmsys-33,yi,ווי פילע פֿיס האט אַ הינדל?,none
lmsys-34,yi,וואָס איז די הויפּטשטאָט פון Brazil?,none
lmsys-35,yi,וואָס איז די קוואַדראַט וואָרצל פון צוויי?,none
lmsys-36,yi,ווער איז געווען דער פרעמיער מיניסטער פון אויסטראַליע אין 2017?,none
lmsys-37,yi,וואָס מאַנשאַפֿט וואַן די פוטבאָל וועלט קאַפּ אין 2018?,none
lmsys-38,yi,וואָס איז איינער פּלוס איינער?,none
lmsys-39,yi,ווער איז געווען דער פרעזידענט פון פוילן אין 2016?,none
lmsys-40,yi,ווער איז געווען דער ערשטער פרעזידענט פון די פאראייניגטע שטאטן?,none
lmsys-41,yi,איז פינף אַ הויפּט נומער?,none
lmsys-42,yi,"אויב הייַנט איז דינסטיק, וואָס טאָג איז איבער מאָרגן?",none
lmsys-43,yi,"אויב אַ פּויער האט זיבעצן שעפּס און אַלע אָבער נייַן שטאַרבן, ווי פילע זענען לינקס?",none
lmsys-44,yi,"אויב 2x+1=x, וואָס איז רענטגענ?",none
lmsys-45,yi,וואו אין אייראָפּע איז פּאַריז?,none
lmsys-46,yi,וואָס איז די לייזונג פֿאַר 2x + 1 = 0?,none
lmsys-47,yi,וואָס איז נייַן פּלוס צען?,none
lmsys-48,yi,"וואָס נומער איז דער גרעסטער: צוואַנציק, פיר און דרייסיק אָדער איין און דרייסיק?",none
lmsys-49,yi,וואָס איז די הויפּטשטאָט פון טשיינאַ?,none
lmsys-50,yi,ווי פילע סטרינגס האט אַ נאָרמאַל פֿידל?,none
lmsys-51,yi,וואָס איז די לייזונג פון (3/2) * רענטגענ + 1 = 0?,none
lmsys-52,yi,וואָס איז די סאַכאַקל פון אַלע נומערן פון פינף צו צען?,none
lmsys-53,yi,"אויב איך מישן רויט און בלוי פאַרב צוזאַמען און דעמאָלט מאָלן מיין וואַנט, וואָס וועט זיין די קאָליר פון מיין וואַנט?",none
lmsys-54,yi,וואָס איז כעוויער: איין קילאָ פון אייַזן אָדער איין קילאָ וואַטע?,none
lmsys-55,yi,וואָס איז דער קוואַדראַט וואָרצל פון הונדערט?,none
lmsys-56,yi,וואָס איז דריי מאָל זיבן?,none
lmsys-57,yi,ווער איז געווען דער פּרעזידענט פון פֿראַנקרייַך אין 2013?,none
lmsys-58,yi,וואָס איז 3+3*5?,none
lmsys-59,yi,איז דאָס יאָר 2000 געווען אַן עיבור יאָר?,none
lmsys-60,yi,וואָס איז דער פינפט פּלאַנעט פֿון דער זון אין אונדזער זונ - סיסטעם?,none
lmsys-61,yi,וואָס איז אַ קאַץ?,none
lmsys-62,yi,איז די ערד פלאַך?,none
lmsys-63,yi,וואָס איז דער העכסטער באַרג אין דער וועלט?,none
lmsys-64,yi,"אויב X + y = 10 און X - y = 2, וואָס זענען X און y?",none
lmsys-65,yi,וואָס איז אַ לייב?,none
lmsys-66,yi,וואָס מין פון קאָליר טאָן איך באַקומען פון מיקסינג געל און בלוי?,none
lmsys-67,yi,וואָס עסן מיסע?,none
lmsys-68,yi,וואָס איז די ווערט פון X אויב 5x + 3 = 23?,none
lmsys-69,yi,וואָס איז די קוואַדראַט וואָרצל פון 144 צו די ניראַסט גאַנץ נומער?,none
lmsys-70,yi,וואָס צוויי לענדער אין דרום אַמעריקע טאָן ניט טיילן אַ גרענעץ מיט Brazil?,none
lmsys-71,yi,וואָס איז אַ פערד?,none
lmsys-72,yi,וואָס איז דער גרעסטער אָקעאַן אין דער וועלט?,none
lmsys-73,yi,וואָס איז אַ לאַמאַ?,none
lmsys-74,yi,וואָס איז די גרעסטע כייַע אין דער וועלט?,none
lmsys-75,yi,וואָס איז די הויפּטשטאָט פון שוועדן?,none
lmsys-76,yi,צי וועגאַנז עסן פיש?,none
lmsys-77,yi,וואָס איז גרעסער: די זון אָדער די לבנה?,none
lmsys-78,yi,וואָס איז 2 + 2 * 3?,none
lmsys-79,yi,וואָס איז די קאָליר פון אַ ווייַס פערד?,none
lmsys-80,yi,וואָס איז די הויפּטשטאָט פון איטאליע?,none
lmsys-81,yi,וואָס איז די הויפּטשטאָט פון די נעטהערלאַנדס?,none
lmsys-82,yi,קענען פּענגגוואַנז פליען?,none
lmsys-83,yi,ווי פילע שוואַרץ סקווערז זענען אויף אַ שאָך ברעט?,none
lmsys-84,yi,"אויב 2x + 5 = 15, וואָס איז X?",none
lmsys-85,yi,וואָס איז די הויפּטשטאָט פון אויסטראַליע?,none
lmsys-86,yi,וואָס איז דער צווייטער פּלאַנעט פֿון דער זון אין אונדזער זונ - סיסטעם?,none
lmsys-87,yi,ווי פילע לעגס האָבן צוויי מענטשן און פינף קאַץ אין גאַנץ?,none
lmsys-88,yi,אין וואָס שטאָט איז דער עיפפעל טאַוער?,none
lmsys-89,yi,איז זיבן און צוואַנציק אַ פּריים נומער?,none
lmsys-90,yi,ווער איז געווען פרעזידענט פון די פאראייניגטע שטאטן אין 1955?,none
lmsys-91,yi,ווי פילע עקן טאָן נאָרמאַל הינט האָבן?,none
lmsys-92,yi,איז צוויי מאל דריי גלייך פיר?,none
lmsys-93,yi,"אויב איך וואָלט האָבן צוויי apples און געגעסן איין באַנאַנע, ווי פילע apples וואָלט איך האָבן לינקס?",none
lmsys-94,yi,וואָס איז דער גרעסטער אָזערע אין דער וועלט?,none
lmsys-95,yi,"וואָס איז דער ווייַטער נומער אין די סיקוואַנס וואָס סטאַרץ 1, 4, 9, 16, 25?",none
lmsys-96,yi,וואָס קאָליר זענען סטראָבעריז?,none
lmsys-97,yi,וואָס איז 5 * 5 + 5?,none
lmsys-98,yi,וואָס איז צוויי פּלוס פינף?,none
lmsys-99,yi,וואָס איז אַ לימענע?,none
lmsys-100,yi,"וואָס איז דער מיטל פון איין, דריי, זיבן, פיר און צוויי?",none
gpt-1,sk,Aký je chemický vzorec vody?,chemistry
gpt-2,sk,Aký je bod varu vody na hladine mora?,chemistry
gpt-3,sk,Aké sú tri stavy hmoty?,chemistry
gpt-4,sk,"Čo sa stane s vodou, keď dostatočne vychladne?",chemistry
gpt-5,sk,Aká je najmenšia jednotka hmoty?,chemistry
gpt-6,sk,"Aký plyn dýchame, aby sme zostali nažive?",chemistry
